行政區,公廁編號,公廁類別,公廁名稱,公廁位置,公廁等級,公廁地址,經度,緯度,管理單位,尿布臺設置數量,兒童座椅設置數量,親子友善評鑑獲獎
松山區,A166,交通,八德立體停車場,1樓親子無障礙,特優級(分),臺北市松山區八德路四段568號,121.572071,25.049758,八德立體停車場(夜),1,1,
松山區,A166,交通,八德立體停車場,3樓親子無障礙,特優級(分),臺北市松山區八德路四段568號,121.572071,25.049758,八德立體停車場(夜),0,1,
松山區,A166,交通,八德立體停車場,5樓親子無障礙,特優級(分),臺北市松山區八德路四段568號,121.572071,25.049758,八德立體停車場(夜),0,1,
松山區,A166,交通,八德立體停車場,8樓親子無障礙,特優級(分),臺北市松山區八德路四段568號,121.572071,25.049758,八德立體停車場(夜),0,1,
松山區,機124,機關,松山區健康服務中心,親子,特優級(分),臺北市松山區八德路四段692號2樓,121.577229,25.049822,臺北市松山區健康服務中心,1,1,
松山區,機58,機關,臺北市立圖書館民生分館,4F親子,優等級(分),臺北市松山區敦化北路199巷5號4樓,121.55113,25.057122,臺北市立圖書館民生分館,0,1,
松山區,百515,綜合零售賣場,微風廣場,2樓-L4親子,特優級(分),臺北市松山區復興南路一段39號,121.544177,25.04614,微風廣場,1,1,
松山區,醫18,醫院,臺安醫院,舊2樓親子廁所,特優級(分),臺北市松山區八德路二段424號,121.547413,25.048094,財團法人基督復臨安息日會臺安醫院,1,1,
松山區,百515,綜合零售賣場,微風廣場,8樓親子,特優級(分),臺北市松山區復興南路一段39號,121.544177,25.04614,微風廣場,1,1,
松山區,百515,綜合零售賣場,微風廣場,9樓親子,特優級(分),臺北市松山區復興南路一段39號,121.544177,25.04614,微風廣場,1,1,
松山區,機849,機關,民生社區中心,3F西親子廁所,特優級(分),臺北市松山區民生東路五段163之1號,121.562981,25.058996,民生社區中心,1,1,
松山區,機849,機關,民生社區中心,8F親子廁所,特優級(分),臺北市松山區民生東路五段163之1號,121.562981,25.058996,民生社區中心,1,1,
松山區,A023,交通,松山機場,美食廣場-2F智慧廁間親子廁所,特優級(分),臺北市松山區敦化北路340-9號,121.551513,25.063666,交通部民航局臺北國際航空站,1,0,
松山區,A023,交通,松山機場,美食廣場-2F親子廁所,特優級(分),臺北市松山區敦化北路340-9號,121.551513,25.063666,交通部民航局臺北國際航空站,1,0,
松山區,宗133,宗教,行天宮附設玄空圖書館敦化總館,1樓親子,特優級(分),臺北市松山區敦化北路120巷9號,121.547882,25.053903,財團法人台北市行天宮附設玄空圖書館敦化總館,0,0,
松山區,A184,交通,中山國中地下停車場,B1親子,特優級(分),臺北市松山區民權東路三段140巷15號,121.546528,25.061549,臺北市停車管理工程處,1,1,
松山區,醫19,醫院,三軍總醫院松山分院　　　,航空醫學大樓急診1F親子廁所,特優級(分),臺北市松山區健康路131號,121.557672,25.054373,三軍總醫院松山分院,1,1,
松山區,醫19,醫院,三軍總醫院松山分院　　　,航空醫學大樓1F親子廁所,特優級(分),臺北市松山區健康路131號,121.557672,25.054373,三軍總醫院松山分院,0,0,
松山區,醫19,醫院,三軍總醫院松山分院　　　,航空醫學大樓高階健檢中心3F親子廁所,特優級(分),臺北市松山區健康路131號,121.557672,25.054373,三軍總醫院松山分院,1,1,
信義區,機65,機關,市政大樓,中央北區9F親子廁所,特優級(分),臺北市信義區市府路1號,121.563782,25.037525,臺北市市政大樓公共事務管理中心,1,1,
信義區,機65,機關,市政大樓,親子劇場2F男,優等級(分),臺北市信義區市府路1號,121.563782,25.037525,臺北市市政大樓公共事務管理中心,0,0,
信義區,機65,機關,市政大樓,親子劇場2F女,優等級(分),臺北市信義區市府路1號,121.563782,25.037525,臺北市市政大樓公共事務管理中心,0,0,
信義區,機65,機關,市政大樓,親子劇場2F貴賓室男,優等級(分),臺北市信義區市府路1號,121.563782,25.037525,臺北市市政大樓公共事務管理中心,0,0,
信義區,機65,機關,市政大樓,親子劇場2F貴賓室女,優等級(分),臺北市信義區市府路1號,121.563782,25.037525,臺北市市政大樓公共事務管理中心,0,0,
信義區,機65,機關,市政大樓,親子劇場3F男,優等級(分),臺北市信義區市府路1號,121.563782,25.037525,臺北市市政大樓公共事務管理中心,0,0,
信義區,機65,機關,市政大樓,親子劇場3F女,優等級(分),臺北市信義區市府路1號,121.563782,25.037525,臺北市市政大樓公共事務管理中心,0,0,
信義區,A013,交通,松山車站(署),前站B1東側出口(親子無障礙),特優級(分),臺北市信義區松山路11號,121.577914,25.049437,臺鐵公司北區營運處臺北運務段松山站,1,1,
信義區,A013,交通,松山車站(署),前站B1西側出口(親子無障礙),特優級(分),臺北市信義區松山路11號,121.577914,25.049437,臺鐵公司北區營運處臺北運務段松山站,0,1,
信義區,機63,機關,信義區公所,1F親子廁所,特優級(分),臺北市信義區福德街86號9樓,121.581973,25.037725,臺北市信義區公所,1,1,V
信義區,A760,交通,松山車站地下停車場,親子,特優級(分),臺北市信義區松山路11號,121.5789,25.0495,松山車站地下停車場(夜.署),1,1,
信義區,A766,交通,捷運象山站(淡水信義線),親子廁所,特優級(分),臺北市信義區信義路五段152號B1,121.567279,25.032903,捷運象山站,1,1,
信義區,機847,機關,信義公民會館,親子館親子廁所,特優級(分),臺北市信義區松勤街50號,121.562184,25.031783,信義區公所民政課,2,1,
信義區,機65,機關,市政大樓,中央南區12F親子廁所,特優級(分),臺北市信義區市府路1號,121.563782,25.037525,臺北市市政大樓公共事務管理中心,1,1,
信義區,A164,交通,捷運國父紀念館站(板南線),親子,特優級(分),臺北市信義區忠孝東路四段400號,121.558011,25.041048,捷運國父紀念館站,1,1,
信義區,A165,交通,捷運市政府站(板南線),親子,特優級(分),臺北市信義區忠孝東路五段2號,121.565328,25.04092,捷運市政府站,0,1,
信義區,機65,機關,市政大樓,中央北區12F親子,特優級(分),臺北市信義區市府路1號,121.563782,25.037525,臺北市市政大樓公共事務管理中心,1,0,
信義區,A741,交通,春光公園地下停車場,親子廁所,特優級(分),臺北市信義區忠孝東路五段666號,121.580698,25.042242,臺北市停車管理工程處春光公園地下停車場,1,1,V
信義區,百521,綜合零售賣場,新光三越台北信義新天地A8館,B2西南區親子,特優級(分),臺北市信義區松高路12號,121.566663,25.038882,新光三越百貨股份有限公司台北信義新天地A8館,0,0,V
信義區,百521,綜合零售賣場,新光三越台北信義新天地A8館,B1東北區親子,特優級(分),臺北市信義區松高路12號,121.566663,25.038882,新光三越百貨股份有限公司台北信義新天地A8館,0,0,
信義區,百521,綜合零售賣場,新光三越台北信義新天地A8館,2樓西南親子,特優級(分),臺北市信義區松高路12號,121.566663,25.038882,新光三越百貨股份有限公司台北信義新天地A8館,1,1,
信義區,百521,綜合零售賣場,新光三越台北信義新天地A8館,3樓西南親子,特優級(分),臺北市信義區松高路12號,121.566663,25.038882,新光三越百貨股份有限公司台北信義新天地A8館,0,0,
信義區,百521,綜合零售賣場,新光三越台北信義新天地A8館,4樓西南親子,特優級(分),臺北市信義區松高路12號,121.566663,25.038882,新光三越百貨股份有限公司台北信義新天地A8館,0,1,
信義區,百521,綜合零售賣場,新光三越台北信義新天地A8館,5樓親子,特優級(分),臺北市信義區松高路12號,121.566663,25.038882,新光三越百貨股份有限公司台北信義新天地A8館,0,1,
信義區,百521,綜合零售賣場,新光三越台北信義新天地A8館,6樓親子,特優級(分),臺北市信義區松高路12號,121.566663,25.038882,新光三越百貨股份有限公司台北信義新天地A8館,0,0,
信義區,百521,綜合零售賣場,新光三越台北信義新天地A8館,7樓親子,特優級(分),臺北市信義區松高路12號,121.566663,25.038882,新光三越百貨股份有限公司台北信義新天地A8館,0,0,
信義區,百804,綜合零售賣場,BELLAVITA百貨,B1親子西北區,特優級(分),臺北市信義區松仁路28號,121.568291,25.03928,BELLAVITA寶麗廣場,1,1,
信義區,機116,機關,松山地政事務所,親子,特優級(分),臺北市信義區莊敬路391巷11號,121.56589,25.028577,臺北市松山地政事務所,1,1,
信義區,百524,綜合零售賣場,台北101購物中心,3樓親子,特優級(分),臺北市信義區市府路45號,121.564101,25.033493,台北101購物中心,1,1,
信義區,百522,綜合零售賣場,新光三越台北信義新天地A9館,西北B2親子,特優級(分),臺北市信義區松壽路9號,121.566575,25.036018,新光三越百貨股份有限公司台北信義新天地A9館,0,0,
信義區,百522,綜合零售賣場,新光三越台北信義新天地A9館,西北3樓親子,特優級(分),臺北市信義區松壽路9號,121.566575,25.036018,新光三越百貨股份有限公司台北信義新天地A9館,1,1,
信義區,百522,綜合零售賣場,新光三越台北信義新天地A9館,西北4樓親子,特優級(分),臺北市信義區松壽路9號,121.566575,25.036018,新光三越百貨股份有限公司台北信義新天地A9館,1,1,
信義區,機610,機關,臺北市立圖書館三興分館,4F親子廁所,優等級(分),臺北市信義區吳興街156巷6號4樓廁所,121.561168,25.029062,臺北市立圖書館三興分館,0,0,
信義區,百545,綜合零售賣場,遠百信義A13,B3東側親子廁所,特優級(分),臺北市信義區松仁路58號,121.567968,25.036732,遠東百貨股份有限公司,1,1,V
信義區,百545,綜合零售賣場,遠百信義A13,5F親子廁所,特優級(分),臺北市信義區松仁路58號,121.567968,25.036732,遠東百貨股份有限公司,1,1,
信義區,百545,綜合零售賣場,遠百信義A13,7F親子廁所,特優級(分),臺北市信義區松仁路58號,121.567968,25.036732,遠東百貨股份有限公司,1,1,
信義區,百545,綜合零售賣場,遠百信義A13,9F親子廁所,特優級(分),臺北市信義區松仁路58號,121.567968,25.036732,遠東百貨股份有限公司,1,1,
信義區,D086,公園,永春坡濕地公園,多功能室旁親子廁所,優等級(分),臺北市信義區松山路657號,121.580579,25.033356,工務局公園路燈工程管理處,1,1,
信義區,D086,公園,永春坡濕地公園,服務展覽站親子廁所,優等級(分),臺北市信義區松山路657號,121.580579,25.033356,工務局公園路燈工程管理處,1,1,
信義區,機65,機關,市政大樓,中央南區1F親子廁所,特優級(分),臺北市信義區市府路1號,121.563782,25.037525,臺北市市政大樓公共事務管理中心,1,1,
信義區,機65,機關,市政大樓,中央北區1F親子廁所,特優級(分),臺北市信義區市府路1號,121.563782,25.037525,臺北市市政大樓公共事務管理中心,1,1,
信義區,D522,公園,中興公園,親子廁所,優等級(分),臺北市信義區光復南路473巷13弄43號對面,121.558981,25.034336,公園路燈工程管理處南港公園管理所,1,1,
信義區,B575,文化育樂場所,臺北大巨蛋,B1一壘側107親子,特優級(分),臺北市信義區忠孝東路四段515號,121.55959,25.042322,遠雄巨蛋事業股份有限公司,1,0,
信義區,B575,文化育樂場所,臺北大巨蛋,B1右外野140親子,特優級(分),臺北市信義區忠孝東路四段515號,121.55959,25.042322,遠雄巨蛋事業股份有限公司,0,0,
信義區,B575,文化育樂場所,臺北大巨蛋,B1左外野132親子,特優級(分),臺北市信義區忠孝東路四段515號,121.55959,25.042322,遠雄巨蛋事業股份有限公司,0,0,
信義區,B575,文化育樂場所,臺北大巨蛋,B1三壘內野119親子,特優級(分),臺北市信義區忠孝東路四段515號,121.55959,25.042322,遠雄巨蛋事業股份有限公司,0,0,
信義區,百522,綜合零售賣場,新光三越台北信義新天地A9館,西南2樓親子,特優級(分),臺北市信義區松壽路9號,121.566575,25.036018,新光三越百貨股份有限公司台北信義新天地A9館,1,1,
信義區,機63,機關,信義區公所,8F親子廁所,特優級(分),臺北市信義區福德街86號9樓,121.581973,25.037725,臺北市信義區公所,1,0,
信義區,機64,機關,臺北市立圖書館永春分館,4樓無障礙親子,特優級(分),臺北市信義區松山路294號3、4樓,121.577577,25.043069,臺北市立圖書館永春分館,0,0,
信義區,機850,機關,臺北市立圖書館廣慈分館,親子廁所,特優級(分),臺北市信義區大仁里福德街86號4樓,121.581973,25.037725,臺北市立圖書館廣慈分館,0,0,
